,favorite_count,id,retweet_count
947,3747,750132105863102464,1342
948,4469,750117059602808832,1357
949,3140,750101899009982464,873
950,2237,750086836815486976,560
951,8120,750071704093859840,3454
952,3250,750056684286914561,933
953,3271,750041628174217216,644
954,2790,750026558547456000,815
955,3337,750011400160841729,941
956,3157,749996283729883136,844
957,5274,749981277374128128,2538
958,4801,749774190421639168,1363
959,6290,749417653287129088,1707
960,2703,749403093750648834,554
961,8861,749395845976588288,3568
962,5652,749317047558017024,2306
963,5936,749075273010798592,2142
964,4943,749064354620928000,1572
965,3199,749036806121881602,816
966,11073,748977405889503236,3526
967,5999,748932637671223296,2342
968,2850,748705597323898880,979
969,4889,748699167502000129,1651
970,4366,748692773788876800,1367
971,6245,748575535303884801,2051
972,2251,748568946752774144,690
973,5372,748346686624440324,1273
974,7904,748337862848962560,4244
975,3788,748324050481647620,785
976,3768,748307329658011649,731
977,14573,748220828303695873,8078
978,5933,747963614829678593,2218
979,6815,747933425676525569,2625
980,3029,747885874273214464,1012
981,2892,747844099428986880,771
982,4991,747816857231626240,1202
983,1422,747651430853525504,160
984,13302,747648653817413632,6038
985,2383,747600769478692864,573
986,3795,747594051852075008,1086
987,5695,747512671126323200,1649
988,3980,747461612269887489,1069
989,5588,747439450712596480,1981
990,0,747242308580548608,2975
991,5438,747219827526344708,1628
992,3474,747204161125646336,946
993,9850,747103485104099331,4099
994,2972,746906459439529985,309
995,6156,746872823977771008,2200
996,5444,746818907684614144,1789
997,5013,746790600704425984,1642
998,9839,746757706116112384,4037
999,6219,746726898085036033,1849
1000,5182,746542875601690625,1929
1001,0,746521445350707200,1016
1002,4776,746507379341139972,1112
1003,6347,746369468511756288,1689
1004,7103,746131877086527488,2284
1005,3648,746056683365994496,837
1006,4132,745789745784041472,1099
1007,7184,745712589599014916,2399
1008,7281,745433870967832576,2624
1009,8832,745422732645535745,2505
1010,7377,745314880350101504,2856
1011,8050,745074613265149952,3627
1012,7438,745057283344719872,2348
1013,3045,744995568523612160,639
1014,8108,744971049620602880,2769
1015,5755,744709971296780288,1616
1016,6960,744334592493166593,2192
1017,160948,744234799360020481,80578
1018,1722,744223424764059648,378
1019,4277,743980027717509120,1133
1020,3737,743895849529389061,986
1021,0,743835915802583040,2152
1022,4602,743609206067040256,1416
1023,18943,743595368194129920,6759
1024,3626,743545585370791937,971
1025,8121,743510151680958465,3823
1026,4338,743253157753532416,1261
1027,6367,743222593470234624,1953
1028,3955,743210557239623680,1412
1029,7236,742534281772302336,3669
1030,4543,742528092657332225,2037
1031,7451,742465774154047488,3999
1032,10071,742423170473463808,3888
1033,6982,742385895052087300,2035
1034,4465,742161199639494656,1422
1035,5272,742150209887731712,1585
1036,4663,741793263812808706,1554
1037,8398,741743634094141440,2851
1038,3760,741438259667034112,856
1039,9007,741303864243200000,3319
1040,10265,741099773336379392,5685
1041,9718,741067306818797568,3194
1042,6547,740995100998766593,2831
1043,3500,740711788199743490,966
1044,2912,740699697422163968,808
1045,18642,740676976021798912,7010
1046,35775,740373189193256964,13685
1047,2530,740365076218183684,442
1048,3382,740359016048689152,881
1049,6861,740214038584557568,2023
1050,20487,739979191639244800,6077
1051,4147,739932936087216128,1114
1052,3902,739844404073074688,881
1053,3876,739623569819336705,1399
1054,5503,739606147276148736,1699
1055,40644,739544079319588864,21974
1056,7350,739485634323156992,3022
1057,118903,739238157791694849,59753
1058,112,738891149612572673,6
1059,3864,738885046782832640,1176
1060,3393,738883359779196928,822
1061,5225,738537504001953792,1594
1062,3321,738402415918125056,860
1063,4421,738184450748633089,1247
1064,9006,738166403467907072,3480
1065,2571,738156290900254721,664
1066,5398,737826014890496000,1812
1067,10239,737800304142471168,3573
1068,5159,737678689543020544,1367
1069,10525,737445876994609152,4583
1070,3687,737322739594330112,836
1071,15040,737310737551491075,7608
1072,4394,736736130620620800,1788
1073,18162,736392552031657984,7623
1074,4083,736365877722001409,1278
1075,8313,736225175608430592,2855
1076,8085,736010884653420544,3076
1077,3683,735991953473572864,1184
1078,4107,735648611367784448,1134
1079,6330,735635087207878657,2406
1080,13325,735274964362878976,5198
1081,3414,735256018284875776,908
1082,3200,735137028879360001,993
1083,2806,734912297295085568,537
1084,12858,734787690684657664,6457
1085,2573,734776360183431168,556
1086,1524,734559631394082816,407
1087,3662,733828123016450049,804
1088,3753,733822306246479872,1039
1089,3215,733482008106668032,973
1090,4307,733460102733135873,1320
1091,50446,733109485275860992,17234
1092,2497,732732193018155009,550
1093,3625,732726085725589504,909
1094,3765,732585889486888962,791
1095,8279,732375214819057664,2583
1096,15266,732005617171337216,5558
1097,3567,731285275100512256,1006
1098,3921,731156023742988288,1304
1099,6282,730924654643314689,2033
1100,5029,730573383004487680,2185
1101,3564,730427201120833536,1074
1102,3915,730211855403241472,1077
1103,4973,730196704625098752,1969
1104,4139,729854734790754305,1161
1105,1752,729838605770891264,394
1106,4076,729823566028484608,1276
1107,5931,729463711119904772,2375
1108,1924,729113531270991872,333
1109,3221,728986383096946689,838
1110,4783,728760639972315136,1755
1111,2839,728751179681943552,690
1112,3385,728653952833728512,1058
1113,5028,728409960103686147,2057
1114,3765,728387165835677696,983
1115,4418,728046963732717569,1216
1116,4667,728035342121635841,1705
1117,4203,728015554473250816,1134
1118,3012,727685679342333952,652
1119,6022,727644517743104000,1790
1120,4569,727524757080539137,1254
1121,3412,727314416056803329,763
1122,3113,727286334147182592,833
1123,3984,727175381690781696,1422
1124,3725,727155742655025152,1365
1125,7049,726935089318363137,2513
1126,3920,726887082820554753,1553
1127,3643,726828223124897792,1024
1128,4510,726224900189511680,1174
1129,7198,725842289046749185,2732
1130,4243,725786712245440512,1398
1131,5306,725729321944506368,1833
1132,1438,725458796924002305,631
1133,3802,724983749226668032,1344
1134,2424,724771698126512129,654
1135,5398,724405726123311104,1681
1136,4421,724049859469295616,1821
1137,2717,724046343203856385,573
1138,4273,724004602748780546,1605
1139,3985,723912936180330496,1264
1140,7851,723688335806480385,3027
1141,3082,723673163800948736,911
1142,5396,723179728551723008,1902
1143,4195,722974582966214656,1596
1144,5070,722613351520608256,1672
1145,4735,721503162398597120,1905
1146,2587,721001180231503872,626
1147,3188,720785406564900865,785
1148,2541,720775346191278080,680
1149,4225,720415127506415616,1534
1150,6527,720389942216527872,2566
1151,2936,720340705894408192,1001
1152,3954,720059472081784833,1142
1153,5013,720043174954147842,2057
1154,4934,719991154352222208,1785
1155,4656,719704490224398336,1476
1156,5167,719551379208073216,1958
1157,2855,719367763014393856,757
1158,4513,719339463458033665,1276
1159,3496,719332531645071360,975
1160,3561,718971898235854848,1104
1161,5360,718939241951195136,1807
1162,19256,718631497683582976,8242
1163,2486,718613305783398402,491
1164,2530,718540630683709445,1038
1165,2760,718460005985447936,535
1166,4963,718454725339934721,1536
1167,1974,718246886998687744,511
1168,3965,718234618122661888,1023
1169,2511,717841801130979328,612
1170,2947,717790033953034240,1146
1171,5885,717537687239008257,1886
1172,1647,717428917016076293,459
1173,3221,717421804990701568,862
1174,6411,717047459982213120,1971
1175,3327,717009362452090881,992
1176,4390,716802964044845056,1202
1177,7448,716791146589110272,1564
1178,1261,716730379797970944,441
1179,13360,716447146686459905,6022
1180,2423,716439118184652801,216
1181,2831,716285507865542656,1094
1182,6889,716080869887381504,1952
1183,3265,715928423106027520,896
1184,3805,715758151270801409,1466
1185,4769,715733265223708672,1722
1186,2869,715704790270025728,577
1187,3999,715696743237730304,1320
1188,4420,715680795826982913,1655
1189,5586,715360349751484417,1612
1190,3101,715342466308784130,707
1191,2470,715220193576927233,667
1192,5248,715200624753819648,1929
1193,4262,715009755312439296,1264
1194,3830,714982300363173890,1058
1195,7515,714962719905021952,4382
1196,4216,714957620017307648,1440
1197,3339,714631576617938945,1026
1198,3709,714606013974974464,944
1199,2754,714485234495041536,1165
1200,3089,714258258790387713,729
1201,3349,714251586676113411,846
1202,2322,714214115368108032,895
1203,4392,714141408463036416,1427
1204,3362,713919462244790272,797
1205,1961,713909862279876608,547
1206,2903,713900603437621249,755
1207,4984,713761197720473600,1405
1208,4525,713411074226274305,1323
1209,7385,713177543487135744,2903
1210,4567,713175907180089344,1498
1211,18964,712809025985978368,6872
1212,12623,712717840512598017,5119
1213,4269,712668654853337088,1238
1214,5452,712438159032893441,1597
1215,247,712309440758808576,25
1216,3876,712097430750289920,1063
1217,3013,712092745624633345,908
1218,3332,712085617388212225,495
1219,2316,712065007010385924,642
1220,0,711998809858043904,130
1221,8255,711968124745228288,2370
1222,2911,711743778164514816,1009
1223,9079,711732680602345472,4221
1224,33633,711694788429553666,18815
1225,3943,711652651650457602,936
1226,3747,711363825979756544,1164
1227,3393,711306686208872448,747
1228,3057,711008018775851008,626
1229,4670,710997087345876993,1406
1230,2608,710844581445812225,710
1231,2749,710833117892898816,545
1232,2369,710658690886586372,573
1233,4903,710609963652087808,2434
1234,4654,710588934686908417,1915
1235,2431,710296729921429505,757
1236,2195,710283270106132480,529
1237,4641,710272297844797440,1274
1238,2454,710269109699739648,1156
1239,2970,710153181850935296,913
1240,2834,710140971284037632,907
1241,5632,710117014656950272,2036
1242,3059,709918798883774466,1086
1243,691,709901256215666688,103
1244,3594,709852847387627521,1229
1245,3622,709566166965075968,1230
1246,3374,709556954897764353,1094
1247,1525,709519240576036864,240
1248,2286,709449600415961088,589
1249,2679,709409458133323776,701
1250,2461,709225125749587968,582
1251,12875,709207347839836162,5962
1252,2482,709198395643068416,660
1253,2055,709179584944730112,685
1254,2093,709158332880297985,428
1255,4863,709042156699303936,1679
1256,1832,708853462201716736,671
1257,3065,708845821941387268,918
1258,1720,708834316713893888,515
1259,16880,708810915978854401,7107
1260,2811,708738143638450176,841
1261,2608,708711088997666817,739
1262,2614,708479650088034305,690
1263,3167,708469915515297792,837
1264,16383,708400866336894977,10352
1265,3681,708356463048204288,1353
1266,2405,708349470027751425,757
1267,4382,708149363256774660,1590
1268,3475,708130923141795840,866
1269,2750,708119489313951744,1005
1270,1986,708109389455101952,557
1271,4481,708026248782585858,1971
1272,3210,707995814724026368,1152
1273,51,707983188426153984,2
1274,2768,707969809498152960,988
1275,3359,707776935007539200,971
1276,2552,707741517457260545,628
1277,4184,707738799544082433,2536
1278,3501,707693576495472641,1025
1279,2628,707629649552134146,907
1280,17369,707610948723478529,6531
1281,2331,707420581654872064,708
1282,2345,707411934438625280,609
1283,3588,707387676719185920,1323
1284,3361,707377100785885184,1109
1285,2536,707315916783140866,661
1286,2845,707297311098011648,809
1287,2649,707059547140169728,691
1288,2241,707038192327901184,806
1289,4181,707021089608753152,1408
1290,2358,707014260413456384,604
1291,14939,706904523814649856,8057
1292,2113,706901761596989440,613
1293,3404,706681918348251136,995
1294,2638,706644897839910912,1128
1295,2212,706593038911545345,648
1296,3548,706538006853918722,1462
1297,3174,706516534877929472,1056
1298,3533,706346369204748288,951
1299,21886,706310011488698368,8169
1300,1739,706291001778950144,483
1301,2802,706265994973601792,953
1302,4003,706169069255446529,2285
1303,5281,706166467411222528,1644
1304,1519,706153300320784384,389
1305,3183,705975130514706432,750
1306,3227,705970349788291072,914
1307,2420,705898680587526145,568
1308,1992,705786532653883392,534
1309,3251,705591895322394625,1181
1310,3022,705475953783398401,942
1311,4544,705442520700944385,1672
1312,3902,705428427625635840,1729
1313,3078,705239209544720384,767
1314,2638,705223444686888960,815
1315,2203,705102439679201280,525
1316,2231,705066031337840642,630
1317,4375,704871453724954624,1140
1318,2310,704859558691414016,556
1319,5218,704847917308362754,1574
1320,2708,704819833553219584,1012
1321,6784,704761120771465216,2975
1322,3003,704499785726889984,1031
1323,780,704491224099647488,82
1324,3469,704480331685040129,1089
1325,8207,704364645503647744,3647
1326,1625,704347321748819968,358
1327,1543,704134088924532736,477
1328,1895,704113298707505153,577
1329,3004,704054845121142784,934
1330,1881,703774238772166656,475
1331,3366,703769065844768768,1168
1332,2657,703631701117943808,699
1333,3947,703611486317502464,1565
1334,3887,703425003149250560,1402
1335,2511,703407252292673536,717
1336,3598,703382836347330562,1164
1337,1957,703356393781329922,395
1338,2016,703268521220972544,560
1339,7586,703079050210877440,3173
1340,27013,703041949650034688,12864
1341,2661,702932127499816960,742
1342,1645,702899151802126337,467
1343,3317,702684942141153280,1099
1344,2256,702671118226825216,572
1345,12490,702598099714314240,3526
1346,2947,702539513671897089,983
1347,3265,702332542343577600,1596
1348,3360,702321140488925184,1063
1349,2536,702276748847800320,785
1350,4916,702217446468493312,1374
1351,3539,701981390485725185,1014
1352,3919,701952816642965504,1051
1353,3623,701889187134500865,1424
1354,3517,701805642395348998,1730
1355,2140,701601587219795968,469
1356,2885,701570477911896070,952
1357,2724,701545186879471618,626
1358,12541,701214700881756160,5253
1359,2269,700890391244103680,581
1360,2658,700864154249383937,635
1361,2510,700847567345688576,515
1362,2500,700796979434098688,976
1363,23455,700747788515020802,9603
1364,2685,700518061187723268,818
1365,2341,700505138482569216,589
1366,4235,700462010979500032,1838
1367,2704,700167517596164096,763
1368,2295,700151421916807169,687
1369,7715,700143752053182464,2807
1370,2718,700062718104104960,710
1371,2123,700029284593901568,603
1372,3401,700002074055016451,1375
1373,3138,699801817392291840,979
1374,2292,699788877217865730,518
1375,2819,699779630832685056,1275
1376,2004,699775878809702401,619
1377,10530,699691744225525762,4742
1378,6086,699446877801091073,2676
1379,2214,699434518667751424,525
1380,1407,699423671849451520,337
1381,2128,699413908797464576,633
1382,1934,699370870310113280,452
1383,3246,699323444782047232,888
1384,2295,699088579889332224,650
1385,2512,699079609774645248,674
1386,3071,699072405256409088,1221
1387,3864,699060279947165696,1853
1388,2669,699036661657767936,1227
1389,3454,698989035503689728,1005
1390,2768,698953797952008193,929
1391,2605,698907974262222848,643
1392,2532,698710712454139905,699
1393,1491,698703483621523456,393
1394,1324,698635131305795584,350
1395,2390,698549713696649216,640
1396,1917,698355670425473025,463
1397,2317,698342080612007937,973
1398,4880,698262614669991936,2052
1399,17196,698195409219559425,6139
1400,2885,698178924120031232,763
1401,1559,697995514407682048,341
1402,3366,697990423684476929,1328
1403,2452,697943111201378304,704
1404,3091,697881462549430272,1218
1405,1796,697630435728322560,551
1406,3235,697616773278015490,1035
1407,3106,697596423848730625,1290
1408,2092,697575480820686848,510
1409,2127,697516214579523584,1152
1410,2477,697482927769255936,693
1411,3505,697463031882764288,1425
1412,4801,697270446429966336,1930
1413,3374,697259378236399616,1029
1414,3102,697255105972801536,1197
1415,2574,697242256848379904,688
1416,3251,696900204696625153,1044
1417,2401,696894894812565505,692
1418,4985,696886256886657024,1853
1419,2500,696877980375769088,723
1420,1521,696754882863349760,370
1421,2121,696744641916489729,965
1422,2432,696713835009417216,667
1423,4003,696518437233913856,1748
1424,1244,696490539101908992,145
1425,2607,696488710901260288,1049
1426,3285,696405997980676096,1183
1427,1986,696100768806522880,677
1428,3085,695816827381944320,1195
1429,3244,695794761660297217,799
1430,1914,695767669421768709,765
1431,4693,695629776980148225,2157
1432,4499,695446424020918272,1858
1433,8888,695409464418041856,3683
1434,3722,695314793360662529,1496
1435,2700,695095422348574720,633
1436,2918,695074328191332352,1132
1437,1637,695064344191721472,607
1438,2728,695051054296211456,803
1439,2763,694925794720792577,940
1440,2819,694905863685980160,957
1441,36697,694669722378485760,14795
1442,1545,694356675654983680,293
1443,2092,694352839993344000,632
1444,1606,694342028726001664,492
1445,2053,694329668942569472,516
1446,4274,694206574471057408,2086
1447,3020,694183373896572928,954
1448,3486,694001791655137281,1055
1449,1919,693993230313091072,416
1450,1782,693942351086120961,376
1451,2761,693647888581312512,606
1452,1376,693644216740769793,127
1453,2605,693642232151285760,421
1454,2514,693629975228977152,816
1455,1579,693622659251335168,378
1456,5189,693590843962331137,2017
1457,1689,693582294167244802,260
1458,1827,693486665285931008,653
1459,3448,693280720173801472,1269
1460,2447,693267061318012928,833
1461,2281,693262851218264065,512
1462,2940,693231807727280129,752
1463,8078,693155686491000832,3292
1464,1765,693109034023534592,641
1465,1912,693095443459342336,478
1466,2731,692919143163629568,772
1467,2496,692905862751522816,894
1468,1817,692901601640583168,618
1469,2331,692894228850999298,826
1470,2952,692828166163931137,904
1471,7005,692752401762250755,3739
1472,4463,692568918515392513,1577
1473,3265,692535307825213440,1401
1474,1887,692530551048294401,423
1475,1515,692423280028966913,235
1476,9574,692417313023332352,3577
1477,2593,692187005137076224,839
1478,2197,692158366030913536,807
1479,1685,692142790915014657,403
1480,3486,692041934689402880,1300
1481,2940,692017291282812928,984
1482,4058,691820333922455552,1712
1483,8342,691793053716221953,4342
1484,2946,691756958957883396,1038
1485,1998,691675652215414786,522
1486,2444,691483041324204033,577
1487,4149,691459709405118465,1174
1488,2718,691444869282295808,869
1489,19825,691416866452082688,7847
1490,2636,691321916024623104,676
1491,3034,691096613310316544,903
1492,1757,691090071332753408,343
1493,6045,690989312272396288,2958
1494,3686,690959652130045952,1285
1495,4223,690938899477221376,2034
1496,3373,690932576555528194,1054
1497,3882,690735892932222976,1304
1498,2233,690728923253055490,530
1499,2386,690690673629138944,829
1500,1343,690649993829576704,287
1501,298,690607260360429569,17
1502,2017,690597161306841088,625
1503,1926,690400367696297985,464
1504,3339,690374419777196032,868
1505,2724,690360449368465409,911
1506,1549,690348396616552449,532
1507,1722,690248561355657216,428
1508,2867,690021994562220032,1055
1509,2574,690015576308211712,755
1510,3755,690005060500217858,1738
1511,1464,689999384604450816,381
1512,1496,689993469801164801,465
1513,1404,689977555533848577,462
1514,2495,689905486972461056,710
1515,3105,689877686181715968,1209
1516,2215,689835978131935233,762
1517,3293,689661964914655233,947
1518,10628,689659372465688576,3995
1519,2284,689623661272240129,657
1520,11946,689599056876867584,5701
1521,2101,689557536375177216,470
1522,3485,689517482558820352,1473
1523,2312,689289219123089408,969
1524,3362,689283819090870273,1137
1525,2036,689280876073582592,731
1526,1182,689275259254616065,248
1527,2625,689255633275777024,1111
1528,3148,689154315265683456,1022
1529,2060,689143371370250240,522
1530,2791,688916208532455424,897
1531,2172,688908934925697024,792
1532,2156,688898160958271489,802
1533,2292,688894073864884227,710
1534,1414,688828561667567616,382
1535,987,688804835492233216,195
1536,2280,688789766343622656,678
1537,2679,688547210804498433,720
1538,2381,688519176466644993,745
1539,9525,688385280030670848,4584
1540,2290,688211956440801280,855
1541,2179,688179443353796608,599
1542,2910,688116655151435777,802
1543,1775,688064179421470721,369
1544,5612,687841446767013888,2594
1545,2809,687826841265172480,1158
1546,2553,687818504314159109,974
1547,2455,687807801670897665,730
1548,1804,687732144991551489,683
1549,2501,687704180304273409,864
1550,1994,687664829264453632,521
1551,1955,687494652870668288,589
1552,1643,687480748861947905,248
1553,2031,687476254459715584,547
1554,2114,687460506001633280,557
1555,1949,687399393394311168,639
1556,20660,687317306314240000,9428
1557,4473,687312378585812992,1950
1558,5610,687127927494963200,2363
1559,2231,687124485711986689,514
1560,5971,687109925361856513,2541
1561,2401,687102708889812993,1010
1562,2306,687096057537363968,618
1563,8842,686947101016735744,3282
1564,3619,686760001961103360,1421
1565,3573,686749460672679938,1491
1566,4257,686730991906516992,1234
1567,2900,686683045143953408,829
1568,3792,686618349602762752,1400
1569,1948,686606069955735556,555
1570,1784,686394059078897668,704
1571,3348,686386521809772549,904
1572,2270,686377065986265092,583
1573,2250,686358356425093120,694
1574,4107,686286779679375361,1703
1575,2262,686050296934563840,742
1576,1186,686035780142297088,122
1577,3195,686034024800862208,1189
1578,2554,686007916130873345,426
1579,1877,686003207160610816,654
1580,2163,685973236358713344,537
1581,1672,685943807276412928,610
1582,7710,685906723014619143,2984
1583,2082,685681090388975616,129
1584,2410,685667379192414208,592
1585,3342,685663452032069632,1508
1586,3011,685641971164143616,804
1587,33840,685547936038666240,16138
1588,3116,685532292383666176,1198
1589,9728,685325112850124800,4095
1590,2722,685321586178670592,665
1591,3430,685315239903100929,1092
1592,2130,685307451701334016,457
1593,3187,685268753634967552,1231
1594,2402,685198997565345792,686
1595,4219,685169283572338688,1465
1596,2429,684969860808454144,382
1597,6997,684959798585110529,3222
1598,3306,684940049151070208,1072
1599,3593,684926975086034944,476
1600,3601,684914660081053696,1506
1601,1928,684902183876321280,546
1602,2156,684880619965411328,843
1603,35976,684830982659280897,22309
1604,2792,684800227459624960,1033
1605,9157,684594889858887680,3628
1606,4222,684588130326986752,1454
1607,3098,684567543613382656,1265
1608,2717,684538444857667585,980
1609,3986,684481074559381504,1208
1610,2032,684460069371654144,571
1611,8376,684241637099323392,3379
1612,1266,684225744407494656,214
1613,3929,684222868335505415,1409
1614,2224,684200372118904832,1061
1615,1966,684195085588783105,528
1616,3579,684188786104872960,1212
1617,2068,684177701129875456,683
1618,3058,684147889187209216,1549
1619,2057,684122891630342144,485
1620,4229,684097758874210310,1475
1621,3904,683857920510050305,1144
1622,1980,683852578183077888,360
1623,2675,683849932751646720,1000
1624,2694,683834909291606017,1142
1625,2876,683828599284170753,1096
1626,3429,683773439333797890,1394
1627,6669,683742671509258241,3422
1628,7530,683515932363329536,2988
1629,3251,683498322573824003,989
1630,2714,683481228088049664,1025
1631,2490,683462770029932544,696
1632,3999,683449695444799489,1647
1633,7835,683391852557561860,2462
1634,3008,683357973142474752,956
1635,2959,683142553609318400,1074
1636,3491,683111407806746624,938
1637,2221,683098815881154561,678
1638,2034,683078886620553216,578
1639,2206,683030066213818368,755
1640,37896,682962037429899265,17152
1641,1822,682808988178739200,182
1642,2534,682788441537560576,1146
1643,1555,682750546109968385,449
1644,1343,682697186228989953,370
1645,3140,682662431982772225,1111
1646,2116,682638830361513985,623
1647,3521,682429480204398592,1196
1648,7777,682406705142087680,1814
1649,2292,682393905736888321,698
1650,1707,682389078323662849,477
1651,3140,682303737705140231,1024
1652,4269,682259524040966145,1245
1653,3340,682242692827447297,1206
1654,18762,682088079302213632,10177
1655,5074,682059653698686977,1742
1656,3273,682047327939461121,979
1657,6759,682032003584274432,2076
1658,3222,682003177596559360,1571
1659,2875,681981167097122816,1065
1660,2525,681891461017812993,841
1661,13105,681694085539872773,4189
1662,1813,681679526984871937,459
1663,2707,681654059175129088,954
1664,1955,681610798867845120,484
1665,3638,681579835668455424,1343
1666,14682,681523177663676416,5953
1667,1678,681340665377193984,289
1668,9528,681339448655802368,4208
1669,2713,681320187870711809,771
1670,4049,681302363064414209,1868
1671,3288,681297372102656000,988
1672,3301,681281657291280384,1128
1673,1493,681261549936340994,283
1674,1525,681242418453299201,553
1675,2466,681231109724700672,500
1676,3796,681193455364796417,1529
1677,2482,680970795137544192,680
1678,4683,680959110691590145,2059
1679,3286,680940246314430465,1080
1680,2124,680934982542561280,447
1681,2463,680913438424612864,639
1682,1806,680889648562991104,375
1683,3543,680836378243002368,1360
1684,2210,680805554198020098,680
1685,2432,680801747103793152,838
1686,2919,680798457301471234,1067
1687,2704,680609293079592961,725
1688,3715,680583894916304897,1378
1689,4342,680497766108381184,1968
1690,1765,680494726643068929,496
1691,2609,680473011644985345,761
1692,1489,680440374763077632,516
1693,1497,680221482581123072,298
1694,2908,680206703334408192,1207
1695,2196,680191257256136705,513
1696,3994,680176173301628928,1602
1697,2380,680161097740095489,757
1698,3696,680145970311643136,1786
1699,2338,680130881361686529,973
1700,2778,680115823365742593,933
1701,3661,680100725817409536,1415
1702,13103,680085611152338944,9196
1703,2643,680070545539371008,904
1704,2014,679877062409191424,669
1705,2229,679872969355714560,684
1706,2509,679862121895714818,641
1707,2921,679854723806179328,1261
1708,2422,679844490799091713,784
1709,37123,679828447187857408,14384
1710,3157,679777920601223168,1139
1711,2137,679736210798047232,815
1712,2208,679729593985699840,850
1713,1691,679722016581222400,477
1714,4882,679530280114372609,2131
1715,2699,679527802031484928,739
1716,3445,679511351870550016,1298
1717,3214,679503373272485890,1507
1718,2134,679475951516934144,655
1719,32407,679462823135686656,19334
1720,2426,679405845277462528,1232
1721,21854,679158373988876288,8247
1722,2834,679148763231985668,1055
1723,3030,679132435750195208,1188
1724,6098,679111216690831360,2622
1725,17376,679062614270468097,8355
1726,2293,679047485189439488,689
1727,2892,679001094530465792,1258
1728,2360,678991772295516161,1201
1729,1680,678969228704284672,473
1730,2630,678800283649069056,924
1731,3523,678798276842360832,1197
1732,2864,678774928607469569,933
1733,3613,678767140346941444,1392
1734,1673,678764513869611008,487
1735,7271,678755239630127104,3366
1736,3830,678740035362037760,1717
1737,5691,678708137298427904,2487
1738,2919,678675843183484930,1506
1739,2088,678643457146150913,426
1740,4081,678446151570427904,1591
1741,5519,678424312106393600,2600
1742,4318,678410210315247616,1859
1743,80683,678399652199309312,32493
1744,1623,678396796259975168,424
1745,1902,678389028614488064,434
1746,2490,678380236862578688,930
1747,1757,678341075375947776,548
1748,1324,678334497360859136,261
1749,11636,678278586130948096,6208
1750,1617,678255464182861824,374
1751,1961,678023323247357953,391
1752,13971,678021115718029313,6460
1753,3480,677961670166224897,1713
1754,1375,677918531514703872,420
1755,4923,677895101218201600,2131
1756,3115,677716515794329600,990
1757,3449,677700003327029250,1473
1758,1254,677698403548192770,329
1759,2527,677687604918272002,860
1760,3381,677673981332312066,1525
1761,1971,677662372920729601,977
1762,1890,677644091929329666,811
1763,2167,677573743309385728,732
1764,1319,677565715327688705,470
1765,2474,677557565589463040,1177
1766,7035,677547928504967168,3734
1767,1088,677530072887205888,233
1768,3085,677335745548390400,1821
1769,1372,677334615166730240,291
1770,1109,677331501395156992,239
1771,3688,677328882937298944,1531
1772,1666,677314812125323265,538
1773,1252,677301033169788928,413
1774,2025,677269281705472000,718
1775,3595,677228873407442944,1669
1776,2782,677187300187611136,938
1777,2823,676975532580409345,1094
1778,2256,676957860086095872,820
1779,1328,676949632774234114,401
1780,2204,676948236477857792,876
1781,1744,676946864479084545,377
1782,2102,676942428000112642,768
1783,12882,676936541936185344,4987
1784,3007,676916996760600576,1822
1785,2281,676897532954456065,728
1786,2126,676864501615042560,722
1787,23339,676821958043033607,15857
1788,1829,676819651066732545,680
1789,1436,676811746707918848,431
1790,5069,676776431406465024,2052
1791,2937,676617503762681856,990
1792,1094,676613908052996102,201
1793,1903,676606785097199616,443
1794,1172,676603393314578432,386
1795,4630,676593408224403456,2183
1796,922,676590572941893632,126
1797,2340,676588346097852417,797
1798,1213,676582956622721024,282
1799,2616,676575501977128964,1129
1800,1891,676533798876651520,562
1801,1537,676496375194980353,536
1802,11726,676470639084101634,4731
1803,1737,676440007570247681,676
1804,1409,676430933382295552,348
1805,2100,676263575653122048,556
1806,1236,676237365392908289,290
1807,76556,676219687039057920,31415
1808,1762,676215927814406144,587
1809,2302,676191832485810177,1044
1810,1933,676146341966438401,664
1811,2180,676121918416756736,1168
1812,2843,676101918813499392,1176
1813,3039,676098748976615425,1447
1814,1324,676089483918516224,440
1815,1636,675898130735476737,574
1816,2149,675891555769696257,871
1817,2403,675888385639251968,969
1818,4207,675878199931371520,1410
1819,1652,675870721063669760,574
1820,2705,675853064436391936,1312
1821,942,675849018447167488,146
1822,2291,675845657354215424,890
1823,1533,675822767435051008,540
1824,1053,675820929667219457,235
1825,10334,675798442703122432,3428
1826,1638,675781562965868544,475
1827,1176,675740360753160193,350
1828,1902,675710890956750848,827
1829,1994,675707330206547968,697
1830,647,675706639471788032,98
1831,1830,675534494439489536,423
1832,1191,675531475945709568,387
1833,1046,675522403582218240,290
1834,1298,675517828909424640,467
1835,17265,675501075957489664,5883
1836,3165,675497103322386432,1309
1837,1307,675489971617296384,605
1838,1849,675483430902214656,988
1839,1529,675432746517426176,573
1840,1697,675372240448454658,518
1841,1053,675362609739206656,235
1842,32846,675354435921575936,17036
1843,3941,675349384339542016,2277
1844,2790,675334060156301312,1296
1845,3630,675166823650848770,1610
1846,6310,675153376133427200,2607
1847,3749,675149409102012420,1694
1848,943,675147105808306176,237
1849,1198,675146535592706048,309
1850,2141,675145476954566656,910
1851,1302,675135153782571009,498
1852,1955,675113801096802304,792
