,favorite_count,id,retweet_count
569,8817,799757965289017345,2287
570,8450,799422933579902976,2038
571,0,799308762079035393,5808
572,10387,799297110730567681,2924
573,8472,799063482566066176,2615
574,13772,798933969379225600,4749
575,7826,798925684722855936,1512
576,0,798705661114773508,7010
577,0,798701998996647937,8242
578,0,798697898615730177,6872
579,0,798694562394996736,5253
580,0,798686750113755136,2462
581,0,798682547630837760,4987
582,0,798673117451325440,5883
583,0,798665375516884993,4130
584,0,798644042770751489,1964
585,0,798628517273620480,2088
586,0,798585098161549313,6051
587,0,798576900688019456,6192
588,0,798340744599797760,3557
589,10908,798209839306514432,2710
590,12215,797971864723324932,3306
591,15248,797545162159308800,5148
592,20966,797236660651966464,7011
593,237,797165961484890113,28
594,0,796904159865868288,9428
595,8066,796865951799083009,2020
596,12436,796759840936919040,3238
597,0,796563435802726400,7715
598,7962,796484825502875648,1866
599,11554,796387464403357696,4404
600,0,796177847564038144,15133
601,33935,796149749086875649,15133
602,5198,796125600683540480,1907
603,9581,796116448414461957,2563
604,8889,796080075804475393,2458
605,11361,796031486298386433,3926
606,52253,795464331001561088,25122
607,10593,795400264262053889,3053
608,17021,795076730285391872,5746
609,0,794983741416415232,3574
610,10788,794926597468000259,2439
611,0,794355576146903043,10904
612,10062,794332329137291264,2819
613,9671,794205286408003585,3512
614,17656,793962221541933056,5172
615,9680,793845145112371200,1981
616,0,793614319594401792,3308
617,8385,793601777308463104,1723
618,11227,793500921481273345,2518
619,25840,793286476301799424,9734
620,9105,793271401113350145,2523
621,21006,793256262322548741,8839
622,11050,793241302385262592,3474
623,10343,793226087023144960,3041
624,9379,793210959003287553,2966
625,16053,793195938047070209,5960
626,7280,793180763617361921,2116
627,9888,793165685325201412,2945
628,6493,793150605191548928,1803
629,6793,793135492858580992,2627
630,13332,793120401413079041,4137
631,15052,792913359805018113,4219
632,11870,792883833364439040,4520
633,7720,792773781206999040,1781
634,14111,792394556390137856,4539
635,7524,792050063153438720,1915
636,0,791821351946420224,22309
637,0,791784077045166082,10177
638,0,791780927877898241,4037
639,47391,791774931465953280,23491
640,12336,791672322847637504,3308
641,13774,791406955684368384,4365
642,9224,791312159183634433,2682
643,0,791026214425268224,4345
644,10355,790987426131050500,2256
645,17464,790946055508652032,4967
646,0,790723298204217344,2452
647,8610,790698755171364864,2027
648,21695,790581949425475584,7589
649,8207,790337589677002753,1978
650,13177,790277117346975746,3361
651,0,790227638568808452,3778
652,9698,789986466051088384,2452
653,0,789960241177853952,4365
654,10880,789903600034189313,4368
655,7880,789628658055020548,1879
656,7095,789599242079838210,2033
657,12350,789530877013393408,3574
658,9053,789314372632018944,2421
659,0,789280767834746880,5233
660,9568,789268448748703744,2749
661,10178,789137962068021249,2958
662,28743,788908386943430656,13144
663,28762,788765914992902144,10904
664,0,788552643979468800,7623
665,16329,788412144018661376,5575
666,7583,788178268662984705,2223
667,6431,788150585577050112,1368
668,0,788070120937619456,3621
669,6444,788039637453406209,1395
670,9102,787810552592695296,3238
671,10727,787717603741622272,2937
672,11381,787397959788929025,2995
673,8166,787322443945877504,1845
674,0,787111942498508800,7117
675,27887,786963064373534720,8417
676,0,786729988674449408,2539
677,19096,786709082849828864,6446
678,11157,786664955043049472,2694
679,9859,786595970293370880,3288
680,11419,786363235746385920,3698
681,8348,786286427768250368,3016
682,16019,786233965241827333,5029
683,1495,786051337297522688,160
684,0,786036967502913536,7449
685,11923,785927819176054784,3345
686,7004,785872687017132033,1922
687,8192,785639753186217984,2345
688,9545,785533386513321988,2103
689,6389,785515384317313025,1335
690,7601,785264754247995392,1721
691,12619,785170936622350336,5103
692,10594,784826020293709826,3408
693,9374,784517518371221505,2671
694,5965,784431430411685888,1351
695,21058,784183165795655680,8499
696,31235,784057939640352768,11730
697,31420,783839966405230592,11359
698,7690,783821107061198850,2063
699,10923,783695101801398276,3386
700,8843,783466772167098368,2366
701,17647,783391753726550016,5792
702,0,783347506784731136,5894
703,30525,783334639985389568,12319
704,8518,783085703974514689,2332
705,25229,782969140009107456,7752
706,7814,782747134529531904,1476
707,18068,782722598790725632,5678
708,8146,782598640137187329,1978
709,17410,782305867769217024,5865
710,0,782021823840026624,6531
711,11629,781955203444699136,3537
712,10919,781661882474196992,2851
713,4185,781655249211752448,1182
714,21685,781524693396357120,5851
715,7451,781308096455073793,2682
716,8813,781251288990355457,2199
717,10219,781163403222056960,2876
718,22598,780931614150983680,7715
719,7517,780858289093574656,2111
720,5742,780800785462489090,1371
721,12654,780601303617732608,3508
722,6583,780543529827336192,1823
723,0,780496263422808064,3888
724,0,780476555013349377,121
725,5520,780459368902959104,1127
726,9081,780192070812196864,2348
727,0,780092040432480260,2425
728,12772,780074436359819264,5235
729,19792,779834332596887552,7449
730,9211,779377524342161408,3269
731,0,779124354206535695,19334
732,15441,779056095788752897,4758
733,20887,778990705243029504,7589
734,0,778774459159379968,10439
735,901,778764940568104960,383
736,7199,778748913645780993,1380
737,6018,778650543019483137,1581
738,4836,778624900596654080,1059
739,14260,778408200802557953,4553
740,0,778396591732486144,12864
741,6099,778383385161035776,1156
742,10857,778286810187399168,3461
743,8854,778039087836069888,2767
744,6837,778027034220126208,1704
745,0,777953400541634568,3721
746,6632,777885040357281792,1715
747,11710,777684233540206592,3082
748,0,777641927919427584,4441
749,9140,777621514455814149,2615
750,14914,777189768882946048,4511
751,0,776819012571455488,14384
752,5084,776813020089548800,1275
753,9221,776477788987613185,2915
754,0,776249906839351296,9603
755,31254,776218204058357768,16713
756,10018,776201521193218049,2643
757,12242,776113305656188928,4566
758,1914,776088319444877312,158
759,0,775898661951791106,17234
760,12222,775842724423557120,2803
761,14430,775733305207554048,4189
762,13485,775729183532220416,4818
763,7727,775364825476165632,3124
764,10583,775350846108426240,4088
765,16210,775085132600442880,4954
766,8930,774757898236878852,1861
767,7003,774639387460112384,1809
768,22676,774314403806253056,5808
769,11161,773985732834758656,4051
770,6666,773922284943896577,1829
771,6878,773704687002451968,1701
772,5539,773670353721753600,1362
773,23015,773547596996571136,6468
774,0,773336787167145985,5331
775,24218,773308824254029826,7819
776,9817,773247561583001600,3392
777,10398,773191612633579521,4328
778,8919,772877495989305348,4063
779,8357,772826264096874500,2450
780,0,772615324260794368,3530
781,6754,772581559778025472,1768
782,6295,772193107915964416,1449
783,3952,772152991789019136,1178
784,3924,772117678702071809,773
785,2822,772114945936949249,490
786,4168,772102971039580160,975
787,6841,771908950375665664,1986
788,12488,771770456517009408,3557
789,8594,771500966810099713,2726
790,10918,771380798096281600,5331
791,0,771171053431250945,7863
792,9517,771136648247640064,3051
793,6495,771102124360998913,1503
794,7154,771014301343748096,1724
795,0,771004394259247104,228
796,5142,770787852854652928,1265
797,5388,770772759874076672,1481
798,7610,770655142660169732,1834
799,6558,770414278348247044,2178
800,6489,770293558247038976,1553
801,0,770093767776997377,3194
802,7867,770069151037685760,2400
803,32641,769940425801170949,10028
804,6642,769695466921623552,1735
805,0,769335591808995329,8057
806,5612,769212283578875904,1789
807,14984,768970937022709760,6815
808,0,768909767477751808,2807
809,4365,768855141948723200,928
810,4277,768609597686943744,1253
811,5227,768596291618299904,1339
812,0,768554158521745409,6077
813,14170,768473857036525572,3592
814,11322,768193404517830656,3721
815,4943,767884188863397888,1450
816,16651,767754930266464257,5629
817,7771,767500508068192258,2438
818,12753,767191397493538821,3949
819,10535,767122157629476866,2977
820,0,766864461642756096,5893
821,5275,766793450729734144,1413
822,2705,766714921925144576,395
823,4177,766693177336135680,828
824,6250,766423258543644672,1662
825,7049,766313316352462849,1967
826,0,766078092750233600,2732
827,4414,766069199026450432,893
828,3891,766008592277377025,518
829,7517,765719909049503744,2233
830,5391,765669560888528897,1269
831,27505,765395769549590528,3532
832,7362,765371061932261376,2254
833,12060,765222098633691136,3530
834,6687,764857477905154048,1841
835,6254,764259802650378240,1568
836,776,763956972077010945,57
837,13058,763837565564780549,4345
838,5589,763183847194451968,1539
839,0,763167063695355904,3153
840,7638,763103485927849985,2380
841,12614,762699858130116608,3778
842,11682,762471784394268675,6735
843,10686,762464539388485633,4365
844,4978,762316489655476224,1168
845,33155,762035686371364864,16253
846,5590,761976711479193600,2095
847,0,761750502866649088,4095
848,4415,761745352076779520,892
849,51363,761672994376806400,30315
850,4279,761599872357261312,1229
851,0,761371037149827077,18816
852,5389,761334018830917632,1508
853,4627,761292947749015552,1132
854,5498,761227390836215808,1624
855,11749,761004547850530816,3621
856,3954,760893934457552897,1018
857,6857,760656994973933572,1983
858,5145,760641137271070720,1340
859,7857,760539183865880579,3772
860,4387,760521673607086080,1454
861,27797,760290219849637889,11989
862,4093,760252756032651264,904
863,5908,760190180481531904,1877
864,0,760153949710192640,31
865,6149,759943073749200896,2168
866,15202,759923798737051648,5893
867,6949,759846353224826880,2058
868,6173,759793422261743616,1975
869,0,759566828574212096,21974
870,4867,759557299618865152,1224
871,8804,759447681597108224,2539
872,1726,759446261539934208,504
873,6275,759197388317847553,2021
874,0,759159934323924993,1213
875,15028,759099523532779520,4340
876,6733,759047813560868866,2107
877,3676,758854675097526272,930
878,11586,758828659922702336,4002
879,5932,758740312047005698,1674
880,3945,758474966123810816,1037
881,4969,758467244762497024,2312
882,5382,758405701903519748,2002
883,3538,758355060040593408,1125
884,19816,758099635764359168,10439
885,2794,758041019896193024,387
886,7112,757741869644341248,3380
887,0,757729163776290825,8355
888,4693,757725642876129280,1260
889,4723,757611664640446465,1149
890,0,757597904299253760,307
891,4479,757596066325864448,1089
892,15673,757400162377592832,7112
893,6025,757393109802180609,1802
894,4674,757354760399941633,1479
895,6497,756998049151549440,2063
896,6864,756939218950160384,2083
897,5232,756651752796094464,1358
898,10760,756526248105566208,3738
899,4082,756303284449767430,1133
900,44291,756288534030475264,18135
901,6641,756275833623502848,1587
902,7585,755955933503782912,2987
903,17016,755206590534418437,5552
904,21961,755110668769038337,11521
905,0,754874841593970688,8247
906,7113,754856583969079297,2619
907,2666,754747087846248448,545
908,5493,754482103782404096,2023
909,3877,754449512966619136,756
910,8132,754120377874386944,2440
911,6028,753655901052166144,2245
912,8191,753420520834629632,3696
913,5965,753398408988139520,1991
914,7890,753375668877008896,2425
915,0,753298634498793472,5953
916,3495,753294487569522689,1082
917,38401,753039830821511168,21756
918,4036,753026973505581056,1008
919,13059,752932432744185856,7117
920,7127,752917284578922496,1638
921,0,752701944171524096,2988
922,6183,752682090207055872,1658
923,4538,752660715232722944,1629
924,5706,752568224206688256,2375
925,7615,752519690950500352,3569
926,3935,752334515931054080,1143
927,0,752309394570878976,17036
928,6131,752173152931807232,1905
929,3164,751950017322246144,963
930,5365,751937170840121344,1391
931,5980,751830394383790080,2023
932,6046,751793661361422336,3005
933,8163,751598357617971201,3146
934,4542,751583847268179968,1146
935,5201,751538714308972544,1307
936,3304,751456908746354688,1037
937,12911,751251247299190784,6116
938,6518,751205363882532864,1891
939,5230,751132876104687617,1349
940,4935,750868782890057730,1432
941,13610,750719632563142656,5233
942,4577,750506206503038976,1184
943,13593,750429297815552001,4441
944,4700,750383411068534784,1189
945,726,750381685133418496,29
946,3209,750147208377409536,995
